"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/28/2014","Cheese Plus","CHEESE PLUS SAN FRANCISCO CA07/26","13.85","debit","Uncategorized","Day to Day","",""
"7/28/2014","Farleys 65th St","FARLEYS ON 65TH ST EMERYVILLE CA07/26","9.81","debit","Uncategorized","Day to Day","",""
"7/28/2014","Check 195","CHECK 195","950.00","debit","Check","Day to Day","",""
"7/28/2014","Russian Hill Booksto","RUSSIAN HILL BOOKSTO SAN FRANCISCO CA        07/26","10.92","debit","Books","Day to Day","",""
"7/27/2014","Pacific Bicycle","PACIFIC BICYCLE","1300.00","debit","Uncategorized","CREDIT CARD","",""
"7/27/2014","Chevron","CHEVRON 00095595","63.39","debit","Gas & Fuel","CREDIT CARD","",""
"7/25/2014","Trader Joe's","TRADER JOE'S # 123 WALNUT CREEKCA   189135  07/25","19.93","debit","Groceries","Day to Day","",""
"7/24/2014","Walnut Creek Hardware","WALNUT CREEK HARDWARE WALNUT CREEK CA270047  07/24","24.07","debit","Home","Day to Day","",""
"7/24/2014","Alcatraz Cruises","ALCATRAZ CRUISES","74.00","debit","Uncategorized","CREDIT CARD","",""
"7/23/2014","Mediterraneo Pizza","MEDITERRANEO PIZZA EMERYVILLE CA07/21","7.45","debit","Restaurants","Day to Day","",""
"7/23/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA115318  07/23","18.56","debit","Groceries","Day to Day","",""
"7/23/2014","Saysetha","SAYSETHA OAKLAND CA07/23","9.76","debit","Restaurants","Day to Day","",""
"7/23/2014","AES","AES              STDNT LOANPPD ID: E231693362","275.15","debit","Student Loan","Day to Day","",""
"7/21/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   018667  07/21","19.16","debit","Groceries","Day to Day","",""
"7/21/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 820743  07/20","21.36","debit","Groceries","Day to Day","",""
"7/21/2014","Tender Greens Walnut","TENDER GREENS WALNUT WALNUT CREEK CA         07/20","27.67","debit","Restaurants","Day to Day","",""
"7/21/2014","Cost Plus World Market","COST PLUS WLD #204 WALNUT CREEKCA           07/20","10.84","debit","Furnishings","Day to Day","",""
"7/21/2014","Nordstrom","NORDSTROM 421 1200 BR WALNUT CREEK CA561584  07/20","10.85","debit","Clothing","Day to Day","",""
"7/21/2014","House Bagels","HOUSE OF BAGELS WALNUT CREEK CA07/18","2.65","debit","Fast Food","Day to Day","",""
"7/21/2014","Le Beau Nob","LE BEAU NOB HILL MAR SAN FRANCISCO CA460851  07/18","6.51","debit","Groceries","Day to Day","",""
"7/21/2014","Mint Leaf Vietnamese","MINT LEAF VIETNAMESE BERKELEY CA07/18","10.08","debit","Restaurants","Day to Day","",""
"7/21/2014","MTA","CCSF MTA IPS PRKNG M SAN FRANCISCO CA        07/19","2.50","debit","Public Transportation","Day to Day","",""
"7/21/2014","Crepe House","THE CREPE HOUSE 1 SAN FRANCISCOCA           07/19","22.51","debit","Restaurants","Day to Day","",""
"7/21/2014","Trader Joe's","TRADER JOE'S # 123 WALNUT CREEKCA   446869  07/20","11.59","debit","Groceries","Day to Day","",""
"7/21/2014","Barrel Head Brewhous","BARREL HEAD BREWHOUS SAN FRANCISCO CA        07/20","40.34","debit","Uncategorized","Day to Day","",""
"7/17/2014","Csi","CSI-095595/1542 WALNUT CREEK CA091294  07/17","57.54","debit","Gas & Fuel","Day to Day","",""
"7/17/2014","Pete Brass Rail","PETE'S BRASS RAIL & CA DANVILLECA           07/16","27.00","debit","Restaurants","Day to Day","",""
"7/16/2014","Maria Maria Walnut","MARIA MARIA-WALNUT CR WALNUT CREEK CA        07/15","9.66","debit","Restaurants","Day to Day","",""
"7/16/2014","Target","TARGET T2767 TARGET T2 OAKLAND CA    061564  07/16","7.39","debit","Shopping","Day to Day","",""
"7/15/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1742.75","credit","Paycheck","Day to Day","",""
"7/15/2014","Costa","CONTRA COSTA AUTOMOTI WALNUT CREEK CA        07/14","40.13","debit","Travel","Day to Day","",""
"7/15/2014","Great Clips","GREAT CLIPS 2 000004 PLEASANT HILL CA        07/14","18.00","debit","Hair","Day to Day","",""
"7/15/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 579185  07/14","2.99","debit","Groceries","Day to Day","",""
"7/14/2014","REI","REI #12 B 1338 San Pab BERKELEYCA           07/14","14.17","debit","Sporting Goods","Day to Day","",""
"7/14/2014","CVS","CVS 09545 09545--1123 Walnut Creek CA750533  07/13","4.20","debit","Pharmacy","Day to Day","",""
"7/14/2014","Cycle Gear","CYCLE GEAR, INC PACHECO CA015536  07/14","7.58","debit","Uncategorized","Day to Day","",""
"7/14/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   509795  07/14","12.48","debit","Groceries","Day to Day","",""
"7/14/2014","Spotify","Spotify USA 877-778-1161 NY07/14","9.99","debit","Music","Day to Day","",""
"7/14/2014","Ruby Cafe","RUBY'S CAFE EMERYVILLE CA07/11","7.50","debit","Restaurants","Day to Day","",""
"7/14/2014","Tonic","Tonic San Francisco CA07/11","24.00","debit","Alcohol & Bars","Day to Day","",""
"7/14/2014","Diablo Rock Gym","DIABLO ROCK GYM CONCORD CA07/10","5.50","debit","Gym","Day to Day","",""
"7/14/2014","Sports Basement","SPORTS BASEMENT INC WALNUT CREEKCA  384787  07/13","15.77","debit","Uncategorized","Day to Day","",""
"7/14/2014","Dainese D San","DAINESE D STORE SAN SAN FRANCISCO CA         07/12","136.99","debit","Uncategorized","Day to Day","",""
"7/14/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 726577  07/12","31.69","debit","Groceries","Day to Day","",""
"7/14/2014","Zeki Bar","ZEKI'S BAR SAN FRANCISCO CA07/11","9.00","debit","Alcohol & Bars","Day to Day","",""
"7/14/2014","Sq Another Cafe","SQ *ANOTHER CAFE San Francisco CA            07/12","10.07","debit","Restaurants","Day to Day","",""
"7/14/2014","Gioia Pizzeria","GIOIA PIZZERIA SAN FRANCISCO CA07/12","19.84","debit","Restaurants","Day to Day","",""
"7/14/2014","Zeki Bar","ZEKI'S BAR SAN FRANCISCO CA07/11","15.00","debit","Alcohol & Bars","Day to Day","",""
"7/13/2014","Air Canada","AIR CANADA  0147436811707","357.53","debit","Air Travel","CREDIT CARD","",""
"7/11/2014","Trader Joe's","TRADER JOE'S # 123 WALNUT CREEKCA           07/10 Purchase $16.","66.84","debit","Groceries","Day to Day","",""
"7/10/2014","Emery Service C","EMERY SERVICE C EMERYVILLE CA07/10","50.00","debit","Uncategorized","Day to Day","",""
"7/10/2014","Pete Brass Rail","PETE'S BRASS RAIL & CA DANVILLECA           07/09","28.00","debit","Restaurants","Day to Day","",""
"7/09/2014","Mediterraneo Pizza","MEDITERRANEO PIZZA EMERYVILLE CA07/07","8.38","debit","Restaurants","Day to Day","",""
"7/08/2014","Senor G","SENOR G'S PLAYA DEL REY CA07/06","38.00","debit","Restaurants","Day to Day","",""
"7/08/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   014563  07/07","18.47","debit","Groceries","Day to Day","",""
"7/08/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   572179  07/08","12.81","debit","Groceries","Day to Day","",""
"7/08/2014","Banana Br Epay","Banana Visa      BR EPAY    694211838       WEB ID: 9130142001","141.76","debit","Bills & Utilities","Day to Day","",""
"7/08/2014","Check 194","CHECK 194","97.69","debit","Check","Day to Day","",""
"7/08/2014","Pgande Web Online","PGANDE           WEB ONLINE 18346000070714  WEB ID: 5940742640","51.95","debit","Uncategorized","Day to Day","",""
"7/07/2014","Starbucks","STARBUCKS #09489 KET Kettleman Cit CA        07/06","1.95","debit","Coffee Shops","Day to Day","",""
"7/07/2014","I Kettleman Citca 33300 Bernard Drive","33300 BERNARD DRI KETTLEMAN CITCA           07/06","65.04","debit","Gas & Fuel","Day to Day","",""
"7/07/2014","Pavillion Marina Delre","PAVILLION STORE   21 MARINA DELRE CA499895  07/05","27.67","debit","Groceries","Day to Day","",""
"7/07/2014","Costa","CITY OF NEWPORT BEACH COSTA MESACA          07/05","1.00","debit","Travel","Day to Day","",""
"7/07/2014","Balboa Bakery","BALBOA BAKERY NEWPORT BEACH CA07/04","10.51","debit","Restaurants","Day to Day","",""
"7/07/2014","Nothing Bundt Cakes","NOTHING BUNDT CAKES 75 VALENCIACA           07/03","4.49","debit","Uncategorized","Day to Day","",""
"7/07/2014","Demitris Taverna","DEMITRIS TAVERNA LIVERMORE CA07/03","15.00","debit","Restaurants","Day to Day","",""
"7/07/2014","Le Petit Marchet","LE PETIT MARCHET SAN FRANCISCO CA    985586  07/06","9.50","debit","Restaurants","Day to Day","",""
"7/03/2014","Shell","SHELL Service Station VALENCIA CA    007285  07/03","57.05","debit","Gas & Fuel","Day to Day","",""
"7/03/2014","Diablo Rock Gym","DIABLO ROCK GYM CONCORD CA07/01","73.00","debit","Gym","Day to Day","",""
"7/03/2014","Ruby Cafe","RUBY'S CAFE EMERYVILLE CA07/02","2.25","debit","Restaurants","Day to Day","",""
"7/03/2014","Citra Grill","CITRA GRILL WALNUT CREEK CA07/02","10.80","debit","Restaurants","Day to Day","",""
"7/02/2014","Mediterraneo Pizza","MEDITERRANEO PIZZA EMERYVILLE CA06/30","7.45","debit","Restaurants","Day to Day","",""
"7/02/2014","Csi","CSI-095595/1542 WALNUT CREEK CA052091  07/02","50.22","debit","Uncategorized","Day to Day","",""
"7/01/2014","Big 5 Sporting","BIG 5 SPORTING GOODS WALNUT CREEK CA 938779  07/01","87.87","debit","Sporting Goods","Day to Day","",""
"7/01/2014","The Vitamin Shoppe","THE VITAMIN SHOPPE #4 WALNUT CREEK CA        07/01","10.84","debit","Groceries","Day to Day","",""
"7/01/2014","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","400.00","debit","Transfer","Day to Day","",""
"7/01/2014","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"7/01/2014","ATM Deposit Mtdiablo","ATM CHECK DEPOSIT 07/01 1360 MTDIABLO BLVD WALNUT CREEK CA","50.00","credit","Income","Day to Day","",""
"6/30/2014","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"6/30/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1979.69","credit","Paycheck","Day to Day","",""
"6/30/2014","Diablo Rock Gym","DIABLO ROCK GYM CONCORD CA06/28","5.50","debit","Gym","Day to Day","",""
"6/30/2014","Csi","CSI-090030/1522 SAN FRANCISCO CA092312  06/28","13.87","debit","Uncategorized","Day to Day","",""
"6/30/2014","Shanghi Kelly","SHANGHI KELLY'S SAN FRANCISCO CA06/29","40.00","debit","Alcohol & Bars","Day to Day","",""
"6/30/2014","Sq Loving Cup","SQ *LOVING CUP AT PO San Francisco CA        06/29","11.55","debit","Uncategorized","Day to Day","",""
"6/30/2014","Shanghi Kelly","SHANGHI KELLY'S SAN FRANCISCO CA06/29","16.00","debit","Alcohol & Bars","Day to Day","",""
"6/30/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   521684  06/30","23.03","debit","Groceries","Day to Day","",""
"6/30/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA213464  06/29","7.66","debit","Groceries","Day to Day","",""
"6/30/2014","Check 193","CHECK 193","950.00","debit","Check","Day to Day","",""
"6/27/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 101743  06/26","7.98","debit","Groceries","Day to Day","",""
"6/26/2014","Skipolinis Pizza","SKIPOLINIS PIZZA WALNUT CREEK CA06/25","70.00","debit","Restaurants","Day to Day","",""
"6/26/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   024828  06/26","6.68","debit","Groceries","Day to Day","",""
"6/26/2014","AT&T","AT&T PARK CONCESS 76 SAN FRANCISCO CA        06/24","10.75","debit","Home Phone","Day to Day","",""
"6/25/2014","Mediterraneo Pizza","MEDITERRANEO PIZZA EMERYVILLE CA06/23","8.38","debit","Restaurants","Day to Day","",""
"6/25/2014","American Grilledchee","AMERICAN GRILLEDCHEE SAN FRANCISCO CA        06/24","25.00","debit","Restaurants","Day to Day","",""
"6/25/2014","Target","TARGET T2767 TARGET T2 OAKLAND CA    606691  06/25","27.05","debit","Shopping","Day to Day","",""
"6/25/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 473929  06/25","48.45","debit","Groceries","Day to Day","",""
"6/24/2014","ATM Fee","NON-CHASE ATM WITHDRAW001953  06/24120 BRANN","2.50","debit","ATM Fee","Day to Day","",""
"6/24/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW001953  06/24120 BRANN","40.00","debit","Cash & ATM","Day to Day","",""
"6/24/2014","Borders","DOS COYOTES BORDER CAFE DAVIS CA06/22","9.18","debit","Books","Day to Day","",""
"6/24/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","Day to Day","",""
"6/24/2014","Bayside Market","BAYSIDE MARKET SAN FRANCISCO CA06/24","1.99","debit","Groceries","Day to Day","",""
"6/23/2014","Raley's","RALEY'S #127 SOUTH LAKE TA CA735760  06/21","10.04","debit","Groceries","Day to Day","",""
"6/23/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 346309  06/22","28.58","debit","Groceries","Day to Day","",""
"6/23/2014","Csi","CSI-095595/1542 WALNUT CREEK CA029724  06/23","61.04","debit","Uncategorized","Day to Day","",""
"6/23/2014","AES","AES              STDNT LOANPPD ID: E231693362","275.15","debit","Student Loan","Day to Day","",""
"6/22/2014","Ticketmaster","TM *TREASURE ISLAND MU","183.95","debit","Entertainment","CREDIT CARD","",""
"6/20/2014","Maria Maria Walnut","MARIA MARIA-WALNUT CR WALNUT CREEK CA        06/19","20.78","debit","Restaurants","Day to Day","",""
"6/19/2014","Beverages & More","BEVERAGES & MORE #116 EMERYVILLECA  409087  06/19","32.80","debit","Alcohol & Bars","Day to Day","",""
"6/18/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA411336  06/18","18.45","debit","Groceries","Day to Day","",""
"6/18/2014","Saras Delicatesen","SARAS DELICATESEN EMERYVILLE CA06/16","8.23","debit","Restaurants","Day to Day","",""
"6/17/2014","Diablo Rock Gym","DIABLO ROCK GYM CONCORD CA06/15","5.50","debit","Gym","Day to Day","",""
"6/17/2014","AT&T","AT&T PARK CONCESS 76 SAN FRANCISCO CA        06/13","30.75","debit","Home Phone","Day to Day","",""
"6/16/2014","Shanghi Kelly","SHANGHI KELLY'S SAN FRANCISCO CA06/14","18.00","debit","Alcohol & Bars","Day to Day","",""
"6/16/2014","Sf Town Taxi","SF TOWN TAXI SAN FRANCISCO CA06/13","15.85","debit","Rental Car & Taxi","Day to Day","",""
"6/16/2014","Chico's","CHICO LIQUORS SAN FRANCISCO CA06/13","10.86","debit","Clothing","Day to Day","",""
"6/16/2014","Ruby Cafe","RUBY'S CAFE EMERYVILLE CA06/13","8.50","debit","Restaurants","Day to Day","",""
"6/16/2014","Target","TARGET T1208 TARGET T WALNUT CREEK CA454460  06/14","45.36","debit","Shopping","Day to Day","",""
"6/16/2014","Jiffy Lube","JIFFY LUBE #2335 WALNUT CREEK CA06/14","63.80","debit","Service & Parts","Day to Day","",""
"6/16/2014","Lil Bear Car","LIL BEAR CAR WASH WALNUT CREEK CA            06/14","22.00","debit","Service & Parts","Day to Day","",""
"6/16/2014","Pacific Bay Coffee","PACIFIC BAY COFFEE WALNUT CREEKCA           06/15","5.50","debit","Coffee Shops","Day to Day","",""
"6/16/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 873131  06/15","20.36","debit","Groceries","Day to Day","",""
"6/16/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA204493  06/14","31.57","debit","Groceries","Day to Day","",""
"6/16/2014","Spotify","Spotify USA 877-778-1161 NY06/14","9.99","debit","Music","Day to Day","",""
"6/16/2014","PayPal","PAYPAL           INST XFER  ANDY3ANDERS     WEB ID: PAYPALSI77","100.00","debit","Shopping","Day to Day","",""
"6/16/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 668449  06/16","2.73","debit","Groceries","Day to Day","",""
"6/16/2014","Chevron","CHEVRON 00095595","13.02","debit","Gas & Fuel","CREDIT CARD","",""
"6/13/2014","Urban Putt San","URBAN PUTT SAN FRANC SAN FRANCISCO CA        06/11","24.00","debit","Uncategorized","Day to Day","",""
"6/13/2014","Chipotle","CHIPOTLE 0309 WALNUT CREEK CA06/12","7.27","debit","Fast Food","Day to Day","",""
"6/13/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1847.29","credit","Paycheck","Day to Day","",""
"6/12/2014","Kaiwa Sushi","KAIWA SUSHI WALNUT CREEK CA06/10","16.05","debit","Restaurants","Day to Day","",""
"6/11/2014","Mediterraneo Pizza","MEDITERRANEO PIZZA EMERYVILLE CA06/09","8.38","debit","Restaurants","Day to Day","",""
"6/11/2014","Hannah Cookies","HANNAH`S COOKIES EMERYVILLE CA06/09","4.80","debit","Restaurants","Day to Day","",""
"6/09/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 567329  06/09","7.99","debit","Groceries","Day to Day","",""
"6/09/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA929808  06/07","25.77","debit","Groceries","Day to Day","",""
"6/09/2014","Hong Du","HONG DU 76 BERKELEY CA097236  06/09","65.15","debit","Uncategorized","Day to Day","",""
"6/09/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   546416  06/09","17.33","debit","Groceries","Day to Day","",""
"6/09/2014","Ruby Cafe","RUBY'S CAFE EMERYVILLE CA06/06","7.50","debit","Restaurants","Day to Day","",""
"6/09/2014","Diablo Rock Gym","DIABLO ROCK GYM CONCORD CA06/05","16.25","debit","Gym","Day to Day","",""
"6/09/2014","Ruby Cafe","RUBY'S CAFE EMERYVILLE CA06/07","10.75","debit","Restaurants","Day to Day","",""
"6/09/2014","Kanishka Cafe","KANISHKA'S CAFE WALNUT CREEK CA06/06","52.10","debit","Restaurants","Day to Day","",""
"6/06/2014","Naturebox Snacks Ca","NATUREBOX   *SNACKS 888-6136998CA           06/05","9.98","debit","Groceries","Day to Day","",""
"6/04/2014","Chevron","CHEVRON 00208478 EMERYVILLE CA06/03","14.06","debit","Gas & Fuel","Day to Day","",""
"6/04/2014","Pete Brass Rail","PETE'S BRASS RAIL & CA DANVILLECA           06/03","24.25","debit","Restaurants","Day to Day","",""
"6/03/2014","Great Clips","GREAT CLIPS 2 000004 PLEASANT HILL CA        06/02","16.00","debit","Hair","Day to Day","",""
"6/03/2014","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"6/03/2014","Diablo Rock Gym","DIABLO ROCK GYM CONCORD CA06/01","73.00","debit","Gym","Day to Day","",""
"6/03/2014","Ruby Cafe","RUBY'S CAFE EMERYVILLE CA06/02","10.50","debit","Restaurants","Day to Day","",""
"6/03/2014","Mediterraneo Pizza","MEDITERRANEO PIZZA EMERYVILLE CA05/31","7.45","debit","Restaurants","Day to Day","",""
"6/03/2014","Saras Delicatesen","SARAS DELICATESEN EMERYVILLE CA05/31","4.12","debit","Restaurants","Day to Day","",""
"6/02/2014","iTunes","APL*APPLE ITUNES STOR 866-712-7753 CA        05/31","1.99","debit","Music","Day to Day","",""
"6/02/2014","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","248.35","debit","Credit Card Payment","Day to Day","",""
"6/02/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 870073  06/02","14.99","debit","Groceries","Day to Day","",""
"6/02/2014","Modern China Cafe","MODERN CHINA CAFE WALNUT CREEK CA            05/30","15.29","debit","Restaurants","Day to Day","",""
"6/02/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA         05/30 Purchase $18.","58.77","debit","Groceries","Day to Day","",""
"6/02/2014","Big 5 Sporting","BIG 5 SPORTING GOODS WALNUT CREEK CA 612355  06/02","46.09","debit","Sporting Goods","Day to Day","",""
"6/02/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 240647  06/01","20.15","debit","Groceries","Day to Day","",""
"6/01/2014","Transfer from Day to Day","AUTOMATIC PAYMENT - THANK","248.35","credit","Credit Card Payment","CREDIT CARD","",""
"5/30/2014","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"5/30/2014","AT&T","AT&T PARK CONCESS 76 SAN FRANCISCO CA        05/28","18.50","debit","Home Phone","Day to Day","",""
"5/30/2014","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","400.00","debit","Transfer","Day to Day","",""
"5/30/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1532.75","credit","Paycheck","Day to Day","",""
"5/29/2014","Whole Foods","WHOLE FOODS MARK 1333 Walnut Creek CA501715  05/28","49.18","debit","Groceries","Day to Day","",""
"5/28/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 822631  05/27","27.66","debit","Groceries","Day to Day","",""
"5/27/2014","Chipotle","CHIPOTLE 0309 WALNUT CREEK CA05/23","8.73","debit","Fast Food","Day to Day","",""
"5/27/2014","Panera Bread","PANERA BREAD #601436 WALNUT CREEK CA         05/26","6.19","debit","Fast Food","Day to Day","",""
"5/27/2014","Mediterraneo Pizza","MEDITERRANEO PIZZA EMERYVILLE CA05/23","9.08","debit","Restaurants","Day to Day","",""
"5/27/2014","Check 192","CHECK 192","1069.97","debit","Check","Day to Day","",""
"5/23/2014","AES","AES              STDNT LOANPPD ID: E231693362","275.15","debit","Student Loan","Day to Day","",""
"5/22/2014","Netflix","NETFLIX.COM NETFLIX.COM CA05/22","7.99","debit","Movies & DVDs","Day to Day","",""
"5/22/2014","Fastrak","FASTRAK CSC 415-486-8655 CA05/20","105.00","debit","Auto & Transport","Day to Day","",""
"5/22/2014","Elmetate","ELMETATE SAN FRANCISCO CA05/19","16.75","debit","Restaurants","Day to Day","",""
"5/21/2014","Pete Brass Rail","PETE'S BRASS RAIL & CA DANVILLECA           05/20","24.75","debit","Restaurants","Day to Day","",""
"5/21/2014","Pgande Web Online","PGANDE           WEB ONLINE 16333195052014  WEB ID: 5940742640","93.75","debit","Uncategorized","Day to Day","",""
"5/20/2014","Chevron","CHEVRON 00208478 EMERYVILLE CA05/19","57.56","debit","Gas & Fuel","Day to Day","",""
"5/19/2014","Pour House San","POUR HOUSE - SAN FRA SAN FRANCISCO CA        05/16","37.00","debit","Alcohol & Bars","Day to Day","",""
"5/19/2014","Save Mart","SAVEMART #49 MODESTO C MODESTO CA    538254  05/16","16.12","debit","Groceries","Day to Day","",""
"5/19/2014","firstSTREET","FIRST STREET ALEHOUSE LIVERMORECA           05/18","41.94","debit","Shopping","Day to Day","",""
"5/19/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 738507  05/18","33.26","debit","Groceries","Day to Day","",""
"5/19/2014","Save Mart","SAVEMART #49 MODESTO C MODESTO CA    496240  05/17","5.87","debit","Groceries","Day to Day","",""
"5/19/2014","Tfi Ticketfly Events","TFI*TICKETFLY EVENTS 877-435-9849 CA         05/18","48.10","debit","Entertainment","Day to Day","",""
"5/19/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 339561  05/19","1.67","debit","Groceries","Day to Day","",""
"5/19/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   529744  05/19","21.51","debit","Groceries","Day to Day","",""
"5/16/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 052795  05/16","5.00","debit","Groceries","Day to Day","",""
"5/16/2014","Check 190","CHECK 190","47.80","debit","Check","Day to Day","",""
"5/16/2014","Moruccis Si Mangia","MORUCCIS SI MANGIA BE WALNUT CREEK CA368218  05/16","6.99","debit","Restaurants","Day to Day","",""
"5/15/2014","USPS","USPS 0555180013/1585 6 EMERYVILLE CA 184274  05/15","9.80","debit","Shipping","Day to Day","",""
"5/15/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","347.94","credit","Paycheck","Day to Day","",""
"5/15/2014","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1788.05","credit","Paycheck","Day to Day","",""
"5/14/2014","Csi","CSI-095595/1542 WALNUT CREEK CA087489  05/14","63.14","debit","Uncategorized","Day to Day","",""
"5/14/2014","Modern China Cafe","MODERN CHINA CAFE WALNUT CREEK CA            05/13","18.00","debit","Restaurants","Day to Day","",""
"5/14/2014","Spotify","Spotify USA 877-778-1161 NY05/13","9.99","debit","Music","Day to Day","",""
"5/14/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   059044  05/13","6.72","debit","Groceries","Day to Day","",""
"5/13/2014","City Walnut Creek","CITY OF WALNUT CREEK WALNUT CREEK CA         05/10","1.75","debit","Parking","Day to Day","",""
"5/12/2014","Trader Joe's","TRADER JOE'S # 123 WALNUT CREEKCA   222652  05/12","25.57","debit","Groceries","Day to Day","",""
"5/12/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 999271  05/10","15.23","debit","Groceries","Day to Day","",""
"5/12/2014","Planet Granite","PLANET GRANITE SAN FRANCISCO CA05/11","5.83","debit","Gym","Day to Day","",""
"5/12/2014","Cal Gyros","CAL GYROS BERKELEY CA05/09","8.12","debit","Fast Food","Day to Day","",""
"5/12/2014","Csi","CSI-095595/1542 WALNUT CREEK CA075980  05/11","13.58","debit","Uncategorized","Day to Day","",""
"5/12/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 724087  05/11","13.36","debit","Groceries","Day to Day","",""
"5/12/2014","MTA","CCSF MTA IPS PRKNG M SAN FRANCISCO CA        05/11","2.50","debit","Public Transportation","Day to Day","",""
"5/12/2014","Super Duper","SUPER DUPER BURGER SAN FRANCISCOCA          05/11","31.00","debit","Groceries","Day to Day","",""
"5/09/2014","Sq Bbc Bars","SQ *BBC BARS AT NIGH San Francisco CA        05/08","34.22","debit","Alcohol & Bars","Day to Day","",""
"5/09/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   535010  05/09","3.55","debit","Groceries","Day to Day","",""
"5/09/2014","California Academy O","CALIFORNIA ACADEMY O SAN FRANCISCO CA        05/09","12.00","debit","Uncategorized","Day to Day","",""
"5/08/2014","Check 189","CHECK 189","33.00","debit","Check","Day to Day","",""
"5/07/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 349531  05/07","13.00","debit","Groceries","Day to Day","",""
"5/06/2014","Valero","PLACERVILLE VALERO PLACERVILLE CA            05/04","56.12","debit","Gas & Fuel","Day to Day","",""
"5/06/2014","Pacific Bay Coffee","PACIFIC BAY COFFEE WALNUT CREEKCA           05/05","4.05","debit","Coffee Shops","Day to Day","",""
"5/06/2014","Safeway","SAFEWAY  STORE  0917 WALNUT CREEK CA 783209  05/05","11.19","debit","Groceries","Day to Day","",""
"5/06/2014","Berkeley Bowl Marketpl","BERKELEY BOWL MARKETPL BERKELEYCA   812878  05/06","12.24","debit","Groceries","Day to Day","",""
"5/05/2014","Raley's","RALEY'S #127 SOUTH LAKE TA CA752223  05/03","23.08","debit","Groceries","Day to Day","",""
